	#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	Taxonomy
402271	GCF_963855985.1	PRJNA1089545	SAMEA7701321	CAWLCS000000000.1	reference genome	29057	29057	Ostrinia nubilalis	na	na	latest	Chromosome	Major	Full	2023/12/15	ilOstNubi1.1	WELLCOME SANGER INSTITUTE	GCA_963855985.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/855/985/GCF_963855985.1_ilOstNubi1.1	na	na	na	haploid	invertebrate	495500553	495497153	37.5	32	52	52	NCBI RefSeq	GCF_963855985.1-RS_2024_03	2024-03-21	17611	13840	3679	na	Arthropods
403208	GCF_963966145.1	PRJNA1168175	SAMEA112232654	CAWYQD000000000.1	reference genome	7067	7067	Tenebrio molitor	na	na	latest	Chromosome	Major	Full	2024/02/12	icTenMoli1.1	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/966/145/GCF_963966145.1_icTenMoli1.1	na	na	na	haploid	invertebrate	276826441	276812241	36.5	11	236	236	NCBI RefSeq	GCF_963966145.1-RS_2024_10	2024-10-03	19578	14259	5023	na	Arthropods
4	GCF_000002035.6	PRJNA13922	SAMN06930106	na	reference genome	7955	7955	Danio rerio	strain=Tuebingen	na	latest	Chromosome	Major	Full	2017/05/09	GRCz11	Genome Reference Consortium	GCA_000002035.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/035/GCF_000002035.6_GRCz11	na	na	na	haploid-with-alt-loci	vertebrate_other	1373454788	1368765506	36.5	25	1917	31634	NCBI RefSeq	GCF_000002035.6-RS_2024_08	2024-08-15	46466	27158	18839	23594743;11691861	Fish
4017	GCF_000238955.4	PRJNA198780	SAMN03892560	AGTA00000000.5	reference genome	106582	106582	Maylandia zebra	ecotype=Mazinzi reef	#2_Kocher and #3_Kocher	latest	Chromosome	Major	Full	2018/04/10	M_zebra_UMD2a	Broad Institute	GCA_000238955.5	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/955/GCF_000238955.4_M_zebra_UMD2a	na	na	na	haploid	vertebrate_other	957468680	957404580	41.0	22	1689	1689	NCBI RefSeq	NCBI Maylandia zebra Annotation Release 104	2018-04-19	32471	25898	5149	25186727;26394688	Fish
14599	GCF_000523025.1	PRJNA251742	SAMN02595200	AGRG00000000.1	reference genome	244447	244447	Cynoglossus semilaevis	na	Cse_v1.0	latest	Chromosome	Major	Full	2014/01/28	Cse_v1.0	Beijing Genomics Institute 	GCA_000523025.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/025/GCF_000523025.1_Cse_v1.0	na	na	na	haploid	vertebrate_other	470182763	446025043	41.0	22	31180	62911	NCBI RefSeq	NCBI Cynoglossus semilaevis Annotation Release 102	2018-05-02	25771	21395	4109	24487278	Fish
19684	GCF_000633615.1	PRJNA232869	SAMN02404645	AZHG00000000.1	reference genome	8081	8081	Poecilia reticulata	strain=Guanapo	na	latest	Chromosome	Major	Full	2014/04/28	Guppy_female_1.0+MT	Max Planck Institute for Developmental Biology	GCA_000633615.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/633/615/GCF_000633615.1_Guppy_female_1.0_MT	na	na	na	haploid	vertebrate_other	731605743	664622035	39.5	23	3028	40143	NCBI RefSeq	NCBI Poecilia reticulata Annotation Release 101	2016-06-10	26512	22842	3324	28033408	Fish
33912	GCF_000972845.2	PRJNA354443	SAMN03092871	JRPU00000000.2	reference genome	215358	215358	Larimichthys crocea	na	SSNF	latest	Chromosome	Major	Full	2018/11/27	L_crocea_2.0	BGI	GCA_000972845.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/972/845/GCF_000972845.2_L_crocea_2.0	na	na	na	haploid	vertebrate_other	657923191	655757838	41.5	24	9997	9997	NCBI RefSeq	NCBI Larimichthys crocea Annotation Release 102	2018-12-04	27392	23367	3346	19100818;25835551	Fish
51761	GCF_001444195.1	PRJNA516883	SAMN03922721	LNCC00000000.2	reference genome	32473	32473	Xiphophorus couchianus	na	na	latest	Chromosome	Major	Full	2018/09/19	X_couchianus-1.0	McDonnell Genome Institute - Washington University School of Medicine	GCA_001444195.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/195/GCF_001444195.1_X_couchianus-1.0	na	na	na	haploid	vertebrate_other	688524871	687493409	39.0	24	67	67	NCBI RefSeq	NCBI Xiphophorus couchianus Annotation Release 101	2019-01-28	28980	22784	5786	26403180;26742787	Fish
59269	GCF_001640805.2	PRJNA345597	SAMN04026617	LLXD00000000.2	reference genome	8187	8187	Lates calcarifer	na	ASB-BC8	latest	Chromosome	Major	Full	2022/08/01	TLL_Latcal_v3	Temasek Life Sciences Laboratory	GCA_001640805.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/640/805/GCF_001640805.2_TLL_Latcal_v3	na	na	na	haploid	vertebrate_other	673797687	666258459	41.0	24	2996	2996	NCBI RefSeq	GCF_001640805.2-RS_2023_02	2023-02-27	32906	25072	6941	27082250;16228120	Fish
59613	GCF_001649575.2	PRJNA679609	SAMN04622665	LWHD00000000.2	reference genome	37003	37003	Kryptolebias marmoratus	na	JLee-2015	latest	Chromosome	Major	Full	2020/11/16	ASM164957v2	Washington State University	GCA_001649575.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/575/GCF_001649575.2_ASM164957v2	na	na	na	haploid	vertebrate_other	680638340	641824172	40.0	24	299	299	NCBI RefSeq	NCBI Kryptolebias marmoratus Annotation Release 102	2020-11-24	25206	22200	2733	11738812	Fish
60052	GCF_001660625.3	PRJNA327588	SAMN03486842	LBML00000000.2	reference genome	7998	7998	Ictalurus punctatus	breed=USDA103	na	latest	Chromosome	Major	Full	2022/10/20	Coco_2.0	Auburn University	GCA_001660625.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/625/GCF_001660625.3_Coco_2.0	na	na	na	haploid	vertebrate_other	842926452	837416324	40.0	29	136	136	NCBI RefSeq	GCF_001660625.3-RS_2023_03	2023-03-03	32344	23962	6873	14631650;27249958;37013528	Fish
65817	GCF_001858045.2	PRJNA354796	SAMN05859795	MKQE00000000.2	reference genome	8128	8128	Oreochromis niloticus	na	F11D_XX	latest	Chromosome	Major	Full	2018/06/29	O_niloticus_UMD_NMBU	University of Maryland	GCA_001858045.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/858/045/GCF_001858045.2_O_niloticus_UMD_NMBU	na	na	na	haploid	vertebrate_other	1005664923	1005609923	40.5	22	2459	2459	NCBI RefSeq	NCBI Oreochromis niloticus Annotation Release 104	2018-07-20	42646	29550	12054	28464822	Fish
72409	GCF_002021735.2	PRJNA378663	SAMN05991263	MPKV00000000.2	reference genome	8019	8019	Oncorhynchus kisutch	na	150728-3	latest	Chromosome	Major	Full	2019/11/04	Okis_V2	University of Victoria	GCA_002021735.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/735/GCF_002021735.2_Okis_V2	na	na	na	haploid	vertebrate_other	2375894934	2375426534	43.5	30	4086	4481	NCBI RefSeq	NCBI Oncorhynchus kisutch Annotation Release 101	2019-11-27	63465	41269	19061	na	Fish
81045	GCF_002234675.1	PRJNA183868	SAMN06689957	na	reference genome	8090	8090	Oryzias latipes	na	na	latest	Chromosome	Major	Full	2017/07/27	ASM223467v1	The University of Tokyo	GCA_002234675.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/675/GCF_002234675.1_ASM223467v1	na	na	na	haploid	vertebrate_other	734040372	733549372	41.0	24	24	24	NCBI RefSeq	NCBI Oryzias latipes Annotation Release 103	2018-01-31	26845	22071	4481	29184138;12470944	Fish
91423	GCF_002775205.1	PRJNA220265	SAMN08025980	PGSD00000000.1	reference genome	8083	8083	Xiphophorus maculatus	strain=JP 163 A	na	latest	Chromosome	Major	Full	2017/12/07	X_maculatus-5.0-male	The Genome Institute, Washington University at St. Louis	GCA_002775205.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/775/205/GCF_002775205.1_X_maculatus-5.0-male	na	na	na	haploid	vertebrate_other	704304519	700976614	39.0	24	101	101	NCBI RefSeq	NCBI Xiphophorus maculatus Annotation Release 102	2017-12-14	27255	23238	3620	18771739;26587265	Fish
95825	GCF_002910315.2	PRJNA433373	SAMN06561764	PPUY00000000.1	reference genome	2691554	2691554	Salvelinus sp. IW2-2015	na	IW2-2015	latest	Chromosome	Major	Full	2018/02/12	ASM291031v2	University of Victoria	GCA_002910315.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/910/315/GCF_002910315.2_ASM291031v2	na	na	na	haploid	vertebrate_other	2169536488	2022917315	43.0	39	16701	16701	NCBI RefSeq	NCBI Salvelinus alpinus Annotation Release 101	2018-02-18	46775	36435	5908	30212580;12411599	Fish
96297	GCF_002922805.2	PRJNA436980	SAMN07596545	NVQA00000000.2	reference genome	30732	30732	Oryzias melastigma	strain=HK-1	na	latest	Chromosome	Major	Full	2020/04/13	ASM292280v2	Sungkyunkwan University	GCA_002922805.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/922/805/GCF_002922805.2_ASM292280v2	na	na	na	haploid	vertebrate_other	778686656	738226724	39.0	24	8492	8492	NCBI RefSeq	NCBI Oryzias melastigma Annotation Release 101	2020-09-24	28599	23519	4767	22708854;29451363;31530635	Fish
107856	GCF_003331165.1	PRJNA604828	SAMN09545741	QPIH00000000.2	reference genome	8084	8084	Xiphophorus hellerii	strain=12219	na	latest	Chromosome	Major	Full	2019/12/05	Xiphophorus_hellerii-4.1	McDonnell Genome Institute - Washington University School of Medicine	GCA_003331165.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/331/165/GCF_003331165.1_Xiphophorus_hellerii-4.1	na	na	na	haploid	vertebrate_other	732889490	730761691	39.0	24	86	271	NCBI RefSeq	NCBI Xiphophorus hellerii Annotation Release 100	2020-02-06	30259	23921	5862	19575330	Fish
109205	GCF_003368295.1	PRJNA487739	SAMN09670328	QPKE00000000.1	reference genome	7957	7957	Carassius auratus	strain=Wakin	na	latest	Chromosome	Major	Full	2018/08/09	ASM336829v1	National Institutes of Health	GCA_003368295.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1	na	na	na	haploid	vertebrate_other	1820618472	1820393772	37.5	59	6215	8462	NCBI RefSeq	NCBI Carassius auratus Annotation Release 100	2018-08-30	83674	53065	22695	18465995	Fish
116363	GCF_003711565.1	PRJNA978080	SAMN10077091	RHFK00000000.2	reference genome	433684	433684	Takifugu flavidus	na	HTHZ2018	latest	Chromosome	Major	Full	2019/08/16	ASM371156v2	Frasergen bioinfomatics	GCA_003711565.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/711/565/GCF_003711565.1_ASM371156v2	na	na	na	haploid	vertebrate_other	366286831	366262431	45.5	22	867	867	NCBI RefSeq	GCF_003711565.1-RS_2023_06	2023-06-02	27505	21500	5363	24725057	Fish
127708	GCF_004354835.1	PRJNA529871	SAMN10722690	SCKG00000000.1	reference genome	8167	8167	Perca flavescens	na	YP-PL-M2	latest	Chromosome	Major	Full	2019/03/19	PFLA_1.0	INRA (Fish Physiology and Genomics laboratory)	GCA_004354835.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/835/GCF_004354835.1_PFLA_1.0	na	na	na	haploid	vertebrate_other	877439799	877025299	41.0	24	267	267	NCBI RefSeq	NCBI Perca flavescens Annotation Release 100	2019-03-29	28914	23749	4137	na	Fish
132212	GCF_005281545.1	PRJNA625542	SAMN10786578	SZWH00000000.1	reference genome	310571	310571	Epinephelus lanceolatus	na	Andai001	latest	Chromosome	Major	Full	2019/05/13	ASM528154v1	Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences	GCA_005281545.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/281/545/GCF_005281545.1_ASM528154v1	na	na	na	haploid	vertebrate_other	1087399367	1048150745	41.5	24	4200	4200	NCBI RefSeq	NCBI Epinephelus lanceolatus Annotation Release 100	2020-04-15	27295	24178	2597	na	Fish
136752	GCF_006386435.1	PRJNA868339	SAMN11657372	VBVV00000000.1	reference genome	300413	300413	Epinephelus moara	na	mb	latest	Chromosome	Major	Full	2019/06/26	YSFRI_EMoa_1.0	Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences	GCA_006386435.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/386/435/GCF_006386435.1_YSFRI_EMoa_1.0	na	na	na	haploid	vertebrate_other	1030460988	999682245	41.5	24	4562	4562	NCBI RefSeq	GCF_006386435.1-RS_2023_02	2023-02-26	26752	23735	2589	23639162	Fish
138979	GCF_007364275.1	PRJNA559550	SAMN09948522	STFV00000000.1	reference genome	63155	63155	Archocentrus centrarchus	na	MPI-CPG fArcCen1	latest	Chromosome	Major	Full	2019/08/01	fArcCen1	Vertebrate Genomes Project	GCA_007364275.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/364/275/GCF_007364275.1_fArcCen1	na	na	na	haploid	vertebrate_other	932930362	916026903	41.0	24	188	188	NCBI RefSeq	NCBI Archocentrus centrarchus Annotation Release 100	2019-09-03	29275	25253	2788	33910595;33911273	Fish
142176	GCF_008315115.2	PRJNA576669	SAMN12618724	VTTG00000000.2	reference genome	283035	283035	Sander lucioperca	na	FBNREF2018	latest	Chromosome	Major	Full	2020/08/14	SLUC_FBN_1.2	Leibniz Institute for Farm Animal Biology (FBN)	GCA_008315115.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/315/115/GCF_008315115.2_SLUC_FBN_1.2	na	na	na	haploid	vertebrate_other	901221791	901027937	41.0	24	336	336	NCBI RefSeq	NCBI Sander lucioperca Annotation Release 101	2020-08-21	33533	24727	7894	25630724;31540274	Fish
143505	GCF_008692095.1	PRJNA606051	SAMN12373147	VOFY00000000.1	reference genome	54343	54343	Etheostoma spectabile	na	EspeVRDwgs_2016	latest	Chromosome	Major	Full	2019/10/07	UIUC_Espe_1.0	University of Illinois at Urbana-Champaign	GCA_008692095.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/692/095/GCF_008692095.1_UIUC_Espe_1.0	na	na	na	haploid	vertebrate_other	854790067	850758890	41.0	24	3118	3118	NCBI RefSeq	NCBI Etheostoma spectabile Annotation Release 100	2020-02-11	38154	22341	14091	na	Fish
143910	GCF_008729295.1	PRJNA744194	SAMN11897347	VJNF00000000.2	reference genome	160734	160734	Plectropomus leopardus	na	mb	latest	Chromosome	Major	Full	2020/05/27	YSFRI_Pleo_2.0	Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences	GCA_008729295.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/729/295/GCF_008729295.1_YSFRI_Pleo_2.0	na	na	na	haploid	vertebrate_other	895688574	879879600	39.5	24	94259	94259	NCBI RefSeq	NCBI Plectropomus leopardus Annotation Release 100	2021-07-14	29473	25802	2855	na	Fish
149175	GCF_009762535.1	PRJNA634114	SAMN12623201	WOTL00000000.1	reference genome	1203425	1203425	Notolabrus celidotus	na	fNotCel1	latest	Chromosome	Major	Full	2019/12/18	fNotCel1.pri	Vertebrate Genomes Project	GCA_009762535.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/535/GCF_009762535.1_fNotCel1.pri	na	na	na	haploid	vertebrate_other	846744125	832475649	41.0	24	467	467	NCBI RefSeq	NCBI Notolabrus celidotus Annotation Release 100	2020-05-21	28408	22740	5392	na	Fish
149447	GCF_009769545.1	PRJNA625538	SAMN12629502	WNNC00000000.1	reference genome	8103	8103	Cyclopterus lumpus	na	fCycLum1	latest	Chromosome	Major	Full	2019/12/23	fCycLum1.pri	Vertebrate Genomes Project	GCA_009769545.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/769/545/GCF_009769545.1_fCycLum1.pri	na	na	na	haploid	vertebrate_other	572885595	562703391	43.0	25	48	48	NCBI RefSeq	NCBI Cyclopterus lumpus Annotation Release 100	2020-05-14	26630	21480	4962	na	Fish
150691	GCF_009819705.1	PRJNA627709	SAMN12629501	WOYB00000000.1	reference genome	8267	8267	Hippoglossus hippoglossus	na	fHipHip1	latest	Chromosome	Major	Full	2019/12/31	fHipHip1.pri	Vertebrate Genomes Project	GCA_009819705.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/819/705/GCF_009819705.1_fHipHip1.pri	na	na	na	haploid	vertebrate_other	596775069	593361679	42.0	24	56	56	NCBI RefSeq	NCBI Hippoglossus hippoglossus Annotation Release 100	2020-04-28	27732	22234	5221	na	Fish
151033	GCF_009829125.3	PRJNA627707	SAMN12629500	WNMA00000000.1	reference genome	409849	409849	Periophthalmus magnuspinnatus	na	fPerMag1	latest	Chromosome	Major	Full	2023/03/21	fPerMag1.2.pri	Vertebrate Genomes Project	GCA_009829125.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/829/125/GCF_009829125.3_fPerMag1.2.pri	na	na	na	haploid	vertebrate_other	752605561	745426807	40.0	24	122	122	NCBI RefSeq	GCF_009829125.3-RS_2023_04	2023-04-13	24362	21848	2163	na	Fish
153560	GCF_010015445.1	PRJNA703996	SAMN12071746	VHII00000000.1	reference genome	8168	8168	Perca fluviatilis	na	na	latest	Chromosome	Major	Full	2020/01/30	GENO_Pfluv_1.0	SEX'PERCH	GCA_010015445.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/015/445/GCF_010015445.1_GENO_Pfluv_1.0	na	na	na	haploid	vertebrate_other	951345774	951053044	41.0	24	303	303	NCBI RefSeq	NCBI Perca fluviatilis Annotation Release 100	2021-02-23	32186	25021	5432	na	Fish
155007	GCF_011004845.1	PRJNA629749	SAMN12623624	JAAIYR000000000.1	reference genome	8010	8010	Esox lucius	na	fEsoLuc1	latest	Chromosome	Major	Full	2020/03/05	fEsoLuc1.pri	Vertebrate Genomes Project	GCA_011004845.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/004/845/GCF_011004845.1_fEsoLuc1.pri	na	na	na	haploid	vertebrate_other	918731919	917709184	42.0	25	52	52	NCBI RefSeq	NCBI Esox lucius Annotation Release 104	2020-05-01	30105	24647	5018	12742752	Fish
155832	GCF_011125445.2	PRJNA615222	SAMN13668183	JAAEEJ000000000.2	reference genome	8078	8078	Fundulus heteroclitus	na	FHET01	latest	Chromosome	Major	Full	2020/08/13	MU-UCD_Fhet_4.1	University of Missouri	GCA_011125445.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/125/445/GCF_011125445.2_MU-UCD_Fhet_4.1	na	na	na	haploid	vertebrate_other	1203489213	1202081343	41.0	24	1030	1030	NCBI RefSeq	NCBI Fundulus heteroclitus Annotation Release 102	2020-08-27	34686	26804	6998	19144111	Fish
156438	GCF_011397635.1	PRJNA859906	SAMD00201013	na	reference genome	293821	293821	Epinephelus fuscoguttatus	na	na	latest	Chromosome	Major	Full	2020/02/20	E.fuscoguttatus.final_Chr_v1	Epinephelus fuscoguttatus	GCA_011397635.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/397/635/GCF_011397635.1_E.fuscoguttatus.final_Chr_v1	na	na	na	haploid	vertebrate_other	1046995804	1046975304	41.5	24	25	25	NCBI RefSeq	NCBI Epinephelus fuscoguttatus Annotation Release 100	2022-07-21	27856	23879	3219	23951357	Fish
158470	GCF_012432095.1	PRJNA999377	SAMN14163390	JAAMOB000000000.1	reference genome	369639	369639	Onychostoma macrolepis	na	SWU-2019	latest	Chromosome	Major	Full	2020/04/17	ASM1243209v1	SOUTHWEST UNIVERSITY	GCA_012432095.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1	na	na	na	haploid	vertebrate_other	886569841	883226509	37.0	25	352	352	NCBI RefSeq	GCF_012432095.1-RS_2023_08	2023-08-02	34189	26202	6670	24548011;32419357	Fish
160295	GCF_013103735.1	PRJNA635957	SAMN14351042	JAAVJE000000000.1	reference genome	417921	417921	Etheostoma cragini	na	CJK2018	latest	Chromosome	Major	Full	2020/05/15	CSU_Ecrag_1.0	Kellogg Biological Station, Michigan State University	GCA_013103735.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/103/735/GCF_013103735.1_CSU_Ecrag_1.0	na	na	na	haploid	vertebrate_other	643078674	639764533	40.5	24	4664	4664	NCBI RefSeq	NCBI Etheostoma cragini Annotation Release 100	2020-06-01	27709	21827	5594	na	Fish
161655	GCF_013265735.2	PRJNA639144	SAMN14537335	JAAXML000000000.2	reference genome	8022	8022	Oncorhynchus mykiss	na	Arlee	latest	Chromosome	Major	Full	2020/09/23	USDA_OmykA_1.1	USDA/ARS	GCA_013265735.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/265/735/GCF_013265735.2_USDA_OmykA_1.1	na	na	na	haploid	vertebrate_other	2341671972	2335487453	43.5	32	938	938	NCBI RefSeq	NCBI Oncorhynchus mykiss Annotation Release 101	2020-10-06	72772	41896	28006	33616628;8587139	Fish
163224	GCF_013347855.1	PRJNA643263	SAMN12623627	JABVMG000000000.1	reference genome	7936	7936	Anguilla anguilla	na	fAngAng1	latest	Chromosome	Major	Full	2020/06/18	fAngAng1.pri	Vertebrate Genomes Project	GCA_013347855.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/347/855/GCF_013347855.1_fAngAng1.pri	na	na	na	haploid	vertebrate_other	979029243	975160753	43.5	19	53	53	NCBI RefSeq	NCBI Anguilla anguilla Annotation Release 100	2020-07-01	31451	25903	4976	15579387	Fish
163349	GCF_013358815.1	PRJNA645070	SAMN12623625	JABVME000000000.1	reference genome	8005	8005	Electrophorus electricus	na	fEleEle1	latest	Chromosome	Major	Full	2020/06/23	fEleEle1.pri	Vertebrate Genomes Project	GCA_013358815.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/358/815/GCF_013358815.1_fEleEle1.pri	na	na	na	haploid	vertebrate_other	589358956	578759189	42.5	26	89	89	NCBI RefSeq	NCBI Electrophorus electricus Annotation Release 101	2020-07-10	25923	22304	2881	na	Fish
163350	GCF_013358895.1	PRJNA701484	SAMN14256941	JAAMTF000000000.1	reference genome	47969	47969	Oreochromis aureus	strain=Israel, /breed=Guangdong	na	latest	Chromosome	Major	Full	2020/06/19	ZZ_aureus	University of Vienna	GCA_013358895.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/358/895/GCF_013358895.1_ZZ_aureus	na	na	na	haploid	vertebrate_other	1005558595	1005272711	40.5	22	303	303	NCBI RefSeq	NCBI Oreochromis aureus Annotation Release 101	2021-02-11	36085	27686	7104	20857213;33035394	Fish
163525	GCF_013368585.1	PRJNA667936	SAMN12623619	JABWDM000000000.1	reference genome	118141	118141	Megalops cyprinoides	na	fMegCyp1	latest	Chromosome	Major	Full	2020/06/23	fMegCyp1.pri	Vertebrate Genomes Project	GCA_013368585.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/368/585/GCF_013368585.1_fMegCyp1.pri	na	na	na	haploid	vertebrate_other	959241634	958958536	43.0	25	206	206	NCBI RefSeq	NCBI Megalops cyprinoides Annotation Release 100	2020-10-08	27986	25356	2242	15186813	Fish
172314	GCF_014805685.1	PRJNA807317	SAMN14558653	JABFDY000000000.1	reference genome	175797	175797	Silurus meridionalis	na	SWU-2019-XX	latest	Chromosome	Major	Full	2020/10/02	ASM1480568v1	Southwest University	GCA_014805685.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/685/GCF_014805685.1_ASM1480568v1	na	na	na	haploid	vertebrate_other	742579920	741234312	39.0	29	285	285	NCBI RefSeq	NCBI Silurus meridionalis Annotation Release 100	2022-02-16	28655	22599	5406	33503304	Fish
173978	GCF_014905685.2	PRJNA678356	SAMN12588121	JAAMPK000000000.1	reference genome	451745	451745	Nematolebias whitei	na	Nwh7	latest	Chromosome	Minor	Full	2021/03/24	NemWhi1	Michigan State University	GCA_014905685.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/905/685/GCF_014905685.2_NemWhi1	na	na	na	haploid	vertebrate_other	1218316901	1120653511	41.0	24	18998	18998	NCBI RefSeq	NCBI Nematolebias whitei Updated Annotation Release 100.20210725	2021-07-25	23454	21341	1697	na	Fish
174917	GCF_015220715.1	PRJNA675604	SAMN12623623	JADFAU000000000.1	reference genome	42514	42514	Pygocentrus nattereri	na	fPygNat1	latest	Chromosome	Major	Full	2020/11/03	fPygNat1.pri	Vertebrate Genomes Project	GCA_015220715.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/715/GCF_015220715.1_fPygNat1.pri	na	na	na	haploid	vertebrate_other	1222050449	1211891265	40.5	30	55	55	NCBI RefSeq	NCBI Pygocentrus nattereri Annotation Release 101	2020-11-10	30575	25548	4117	na	Fish
